cc_article_number,URL,article_title
CC 510,https://www.legis.la.gov/legis/Law.aspx?d=110694,Union of a principal and an accessory thing.
CC 511,https://www.legis.la.gov/legis/Law.aspx?d=110695,Ownership of new thing made with materials of another.
CC 512,https://www.legis.la.gov/legis/Law.aspx?d=110696,Effect of bad faith.
CC 513,https://www.legis.la.gov/legis/Law.aspx?d=110697,Use of materials of two owners; separation or co-ownership.
CC 514,https://www.legis.la.gov/legis/Law.aspx?d=110698,Mixture of materials.
CC 515,https://www.legis.la.gov/legis/Law.aspx?d=110699,Recovery of materials or value in lieu of ownership.
CC 516,https://www.legis.la.gov/legis/Law.aspx?d=110700,Liability for unauthorized use of a movable.
CC 517,https://www.legis.la.gov/legis/Law.aspx?d=110701,Voluntary transfer of ownership of an immovable
CC 518,https://www.legis.la.gov/legis/Law.aspx?d=110702,Voluntary transfer of the ownership of a movable
CC 519,https://www.legis.la.gov/legis/Law.aspx?d=110703,Transfer of action for recovery of movable.
CC 520,https://www.legis.la.gov/legis/Law.aspx?d=110705,Transfer of ownership by merchant
CC 521,https://www.legis.la.gov/legis/Law.aspx?d=110706,Lost or stolen thing.
CC 522,https://www.legis.la.gov/legis/Law.aspx?d=110707,Transfer of ownership by owner under annullable title.
CC 523,https://www.legis.la.gov/legis/Law.aspx?d=110708,Good faith; definition.
CC 524,https://www.legis.la.gov/legis/Law.aspx?d=110709,Recovery of lost or stolen things.
CC 525,https://www.legis.la.gov/legis/Law.aspx?d=110710,Registered movables
CC 526,https://www.legis.la.gov/legis/Law.aspx?d=110711,Recognition of ownership; recovery of the thing.
CC 527,https://www.legis.la.gov/legis/Law.aspx?d=110712,Necessary expenses.
CC 528,https://www.legis.la.gov/legis/Law.aspx?d=110713,Useful expenses.
CC 529,https://www.legis.la.gov/legis/Law.aspx?d=110714,Right of retention.
CC 530,https://www.legis.la.gov/legis/Law.aspx?d=110716,Presumption of ownership of movable.
CC 531,https://www.legis.la.gov/legis/Law.aspx?d=110717,Proof of ownership of immovable
CC 532,https://www.legis.la.gov/legis/Law.aspx?d=110718,Common author.
CC 533,https://www.legis.la.gov/legis/Law.aspx?d=110719,Kinds of servitudes.
CC 534,https://www.legis.la.gov/legis/Law.aspx?d=110720,Personal servitude.
CC 535,https://www.legis.la.gov/legis/Law.aspx?d=110721,Usufruct.
CC 536,https://www.legis.la.gov/legis/Law.aspx?d=110722,Consumable things.
CC 537,https://www.legis.la.gov/legis/Law.aspx?d=110723,Nonconsumable things.
CC 538,https://www.legis.la.gov/legis/Law.aspx?d=110724,Usufruct of consumable things
CC 539,https://www.legis.la.gov/legis/Law.aspx?d=110725,Usufruct of nonconsumable things.
CC 540,https://www.legis.la.gov/legis/Law.aspx?d=110727,Nature of usufruct.
CC 541,https://www.legis.la.gov/legis/Law.aspx?d=110728,Divisibility of usufruct.
CC 542,https://www.legis.la.gov/legis/Law.aspx?d=110729,Divisibility of naked ownership.
CC 543,https://www.legis.la.gov/legis/Law.aspx?d=110730,Partition of the property in kind or by licitation
CC 544,https://www.legis.la.gov/legis/Law.aspx?d=110731,Methods of establishing usufruct; things susceptible of usufruct.
CC 545,https://www.legis.la.gov/legis/Law.aspx?d=110732,Modifications of usufruct.
CC 546,https://www.legis.la.gov/legis/Law.aspx?d=110733,Usufruct in favor of successive usufructuaries.
CC 547,https://www.legis.la.gov/legis/Law.aspx?d=110734,Usufruct in favor of several usufructuaries.
CC 548,https://www.legis.la.gov/legis/Law.aspx?d=110735,Existence of usufructuaries.
CC 549,https://www.legis.la.gov/legis/Law.aspx?d=110736,Capacity to receive usufruct
CC 550,https://www.legis.la.gov/legis/Law.aspx?d=110738,Right to all fruits.
CC 551,https://www.legis.la.gov/legis/Law.aspx?d=110739,Kinds of fruits.
CC 552,https://www.legis.la.gov/legis/Law.aspx?d=110740,Corporate distributions.
CC 553,https://www.legis.la.gov/legis/Law.aspx?d=110741,Voting of shares of stock and other rights
CC 554,https://www.legis.la.gov/legis/Law.aspx?d=110742,Commencement of the right to fruits.
CC 555,https://www.legis.la.gov/legis/Law.aspx?d=110743,Nonapportionment of natural fruits.
CC 556,https://www.legis.la.gov/legis/Law.aspx?d=110744,Apportionment of civil fruits.
CC 557,https://www.legis.la.gov/legis/Law.aspx?d=110745,Possession and use of the things.
CC 558,https://www.legis.la.gov/legis/Law.aspx?d=110746,Improvements and alterations
CC 559,https://www.legis.la.gov/legis/Law.aspx?d=110747,Accessories.
CC 560,https://www.legis.la.gov/legis/Law.aspx?d=110749,"Trees, stones, and other materials."
CC 561,https://www.legis.la.gov/legis/Law.aspx?d=110750,Mines and quarries.
CC 562,https://www.legis.la.gov/legis/Law.aspx?d=110751,Usufruct of timberlands.
CC 563,https://www.legis.la.gov/legis/Law.aspx?d=110752,Alluvion.
CC 564,https://www.legis.la.gov/legis/Law.aspx?d=110753,Treasure.
CC 565,https://www.legis.la.gov/legis/Law.aspx?d=110754,Predial servitudes.
CC 566,https://www.legis.la.gov/legis/Law.aspx?d=110755,Actions.
CC 567,https://www.legis.la.gov/legis/Law.aspx?d=110756,Contracts affecting the usufructuary's liability
CC 568,https://www.legis.la.gov/legis/Law.aspx?d=110757,Disposition of nonconsumable things
CC 568.1,https://www.legis.la.gov/legis/Law.aspx?d=724877,Donation and alienation
CC 568.2,https://www.legis.la.gov/legis/Law.aspx?d=724879,Right to lease
CC 568.3,https://www.legis.la.gov/legis/Law.aspx?d=724880,Requirement to remove encumbrance
CC 569,https://www.legis.la.gov/legis/Law.aspx?d=110758,Duties with regard to things gradually or totally impaired
CC 570,https://www.legis.la.gov/legis/Law.aspx?d=110760,Inventory.
CC 571,https://www.legis.la.gov/legis/Law.aspx?d=110761,Security
CC 572,https://www.legis.la.gov/legis/Law.aspx?d=110762,Amount of security.
CC 573,https://www.legis.la.gov/legis/Law.aspx?d=110763,Dispensation of security
CC 574,https://www.legis.la.gov/legis/Law.aspx?d=110764,Delay in giving security
CC 575,https://www.legis.la.gov/legis/Law.aspx?d=110765,Failure to give security
CC 576,https://www.legis.la.gov/legis/Law.aspx?d=110766,Standard of care.
CC 577,https://www.legis.la.gov/legis/Law.aspx?d=110767,Liability for repairs
CC 578,https://www.legis.la.gov/legis/Law.aspx?d=110768,Ordinary and extraordinary repairs.
CC 579,https://www.legis.la.gov/legis/Law.aspx?d=110769,Rights of action for repairs.
CC 580,https://www.legis.la.gov/legis/Law.aspx?d=110771,Reimbursement for necessary repairs
CC 581,https://www.legis.la.gov/legis/Law.aspx?d=110772,Liability for necessary expenses
CC 582,https://www.legis.la.gov/legis/Law.aspx?d=110773,Abandonment of usufruct.
CC 583,https://www.legis.la.gov/legis/Law.aspx?d=110774,"Ruin from accident, force majeure, or age"
CC 584,https://www.legis.la.gov/legis/Law.aspx?d=110775,Periodic charges
CC 585,https://www.legis.la.gov/legis/Law.aspx?d=110776,Extraordinary charges.
CC 586,https://www.legis.la.gov/legis/Law.aspx?d=110777,Liability for debts; usufruct inter vivos
CC 587,https://www.legis.la.gov/legis/Law.aspx?d=110778,Liability for debts; usufruct established mortis causa
CC 588,https://www.legis.la.gov/legis/Law.aspx?d=110779,Discharge of debt on encumbered property; usufruct established inter vivos
CC 589,https://www.legis.la.gov/legis/Law.aspx?d=110780,Discharge of debt on encumbered property by mortis causa usufructuary
CC 590,https://www.legis.la.gov/legis/Law.aspx?d=110782,Encumbered property; discharge of debt on encumbered property by naked owner
CC 591,https://www.legis.la.gov/legis/Law.aspx?d=110783,Continuation of usufruct after sale of property
CC 592,https://www.legis.la.gov/legis/Law.aspx?d=110784,Multiple usufructuaries; contribution to payment of estate debts
CC 593,https://www.legis.la.gov/legis/Law.aspx?d=110785,Discharge of legacy of annuity
CC 594,https://www.legis.la.gov/legis/Law.aspx?d=110786,Court costs; expenses of litigation
CC 595,https://www.legis.la.gov/legis/Law.aspx?d=110787,Expenses of litigation; legal usufruct.
CC 596,https://www.legis.la.gov/legis/Law.aspx?d=110788,Expenses of litigation; conventional usufruct.
CC 597,https://www.legis.la.gov/legis/Law.aspx?d=110789,Liability of the usufructuary for servitudes.
CC 598,https://www.legis.la.gov/legis/Law.aspx?d=110790,Duty to give information to owner.
CC 599,https://www.legis.la.gov/legis/Law.aspx?d=110791,Usufruct of a herd of animals.
CC 600,https://www.legis.la.gov/legis/Law.aspx?d=110794,Disposition of animals.
CC 601,https://www.legis.la.gov/legis/Law.aspx?d=110795,Removal of improvements
CC 602,https://www.legis.la.gov/legis/Law.aspx?d=110796,Set off against damages.
CC 603,https://www.legis.la.gov/legis/Law.aspx?d=110797,Disposition of the naked ownership; alienation or encumbrance of the property
CC 604,https://www.legis.la.gov/legis/Law.aspx?d=110798,Servitudes
CC 605,https://www.legis.la.gov/legis/Law.aspx?d=110799,Toleration of the enjoyment.
CC 606,https://www.legis.la.gov/legis/Law.aspx?d=110800,Improvements.
CC 607,https://www.legis.la.gov/legis/Law.aspx?d=110801,Death of the usufructuary.
CC 608,https://www.legis.la.gov/legis/Law.aspx?d=110802,Dissolution of juridical person; thirty year limitation
CC 609,https://www.legis.la.gov/legis/Law.aspx?d=110803,Termination of legacy of revenues.
CC 610,https://www.legis.la.gov/legis/Law.aspx?d=110804,Usufruct for a term or under condition.
CC 611,https://www.legis.la.gov/legis/Law.aspx?d=110805,Term; transfer of usufruct to another person.
CC 612,https://www.legis.la.gov/legis/Law.aspx?d=110806,Term; third person reaching a certain age.
CC 613,https://www.legis.la.gov/legis/Law.aspx?d=110807,"Loss, extinction, or destruction of property"
CC 614,https://www.legis.la.gov/legis/Law.aspx?d=110808,Fault of a third person.
CC 615,https://www.legis.la.gov/legis/Law.aspx?d=110809,Change of the form of property
CC 616,https://www.legis.la.gov/legis/Law.aspx?d=110810,Sale or exchange of the property; taxes
CC 617,https://www.legis.la.gov/legis/Law.aspx?d=110811,Proceeds of insurance.
CC 618,https://www.legis.la.gov/legis/Law.aspx?d=110812,Security for proceeds
CC 619,https://www.legis.la.gov/legis/Law.aspx?d=110813,Changes made by the testator
CC 620,https://www.legis.la.gov/legis/Law.aspx?d=110814,Sale of the property or of the usufruct
CC 621,https://www.legis.la.gov/legis/Law.aspx?d=110815,Prescription of nonuse.
CC 622,https://www.legis.la.gov/legis/Law.aspx?d=110816,Confusion of usufruct and naked ownership.
CC 623,https://www.legis.la.gov/legis/Law.aspx?d=110817,Abuse of the enjoyment; consequences
CC 624,https://www.legis.la.gov/legis/Law.aspx?d=110818,Security to prevent termination
CC 625,https://www.legis.la.gov/legis/Law.aspx?d=110819,Intervention by creditors of the usufructuary
CC 626,https://www.legis.la.gov/legis/Law.aspx?d=110820,Renunciation; rights of creditors.
CC 627,https://www.legis.la.gov/legis/Law.aspx?d=110821,Right of retention.
CC 628,https://www.legis.la.gov/legis/Law.aspx?d=110822,Consequences of termination; usufruct of nonconsumables.
CC 629,https://www.legis.la.gov/legis/Law.aspx?d=110823,Consequences of termination; usufruct of consumables.
CC 630,https://www.legis.la.gov/legis/Law.aspx?d=110824,Habitation.
CC 631,https://www.legis.la.gov/legis/Law.aspx?d=110825,Establishment and extinction.
CC 632,https://www.legis.la.gov/legis/Law.aspx?d=110826,Regulation by title.
CC 633,https://www.legis.la.gov/legis/Law.aspx?d=110827,Persons residing in the house.
CC 634,https://www.legis.la.gov/legis/Law.aspx?d=110828,Extent of right of habitation.
CC 635,https://www.legis.la.gov/legis/Law.aspx?d=110829,Degree of care; duty to restore the property.
CC 636,https://www.legis.la.gov/legis/Law.aspx?d=110830,"Taxes, repairs, and other charges."
CC 637,https://www.legis.la.gov/legis/Law.aspx?d=110831,Nontransferable and nonheritable right.
CC 638,https://www.legis.la.gov/legis/Law.aspx?d=110832,Duration of habitation.
CC 639,https://www.legis.la.gov/legis/Law.aspx?d=110833,Right of use.
CC 640,https://www.legis.la.gov/legis/Law.aspx?d=110834,Content of the servitude.
CC 641,https://www.legis.la.gov/legis/Law.aspx?d=110835,Persons having the servitude.
CC 642,https://www.legis.la.gov/legis/Law.aspx?d=110836,Extent of the servitude.
CC 643,https://www.legis.la.gov/legis/Law.aspx?d=110837,Transferable right.
CC 644,https://www.legis.la.gov/legis/Law.aspx?d=110838,Heritable right.
CC 645,https://www.legis.la.gov/legis/Law.aspx?d=110839,Regulation of the servitude.
CC 646,https://www.legis.la.gov/legis/Law.aspx?d=110840,Predial servitude; definition.
CC 647,https://www.legis.la.gov/legis/Law.aspx?d=110841,Benefit to dominant estate.
CC 648,https://www.legis.la.gov/legis/Law.aspx?d=110842,Contiguity or proximity of the estates.
CC 649,https://www.legis.la.gov/legis/Law.aspx?d=110843,Nature; incorporeal immovable.
CC 650,https://www.legis.la.gov/legis/Law.aspx?d=110844,Inseparability of servitude
CC 651,https://www.legis.la.gov/legis/Law.aspx?d=110845,Obligations of the owner of the servient estate
CC 652,https://www.legis.la.gov/legis/Law.aspx?d=110846,Indivisibility of servitude.
CC 653,https://www.legis.la.gov/legis/Law.aspx?d=110847,Division of advantages.
CC 654,https://www.legis.la.gov/legis/Law.aspx?d=110848,Kinds of predial servitudes.
CC 655,https://www.legis.la.gov/legis/Law.aspx?d=110849,Natural drainage.
CC 656,https://www.legis.la.gov/legis/Law.aspx?d=110850,Obligations of the owners.
CC 657,https://www.legis.la.gov/legis/Law.aspx?d=110851,Estate bordering on running water.
CC 658,https://www.legis.la.gov/legis/Law.aspx?d=110852,Estate through which water runs.
CC 659,https://www.legis.la.gov/legis/Law.aspx?d=110853,Legal servitudes; notion.
CC 660,https://www.legis.la.gov/legis/Law.aspx?d=110854,Keeping buildings in repair
CC 661,https://www.legis.la.gov/legis/Law.aspx?d=110855,Building in danger of falling.
CC 662,https://www.legis.la.gov/legis/Law.aspx?d=110856,Building near a wall.
CC 663,https://www.legis.la.gov/legis/Law.aspx?d=110857,Projections over boundary.
CC 664,https://www.legis.la.gov/legis/Law.aspx?d=110858,Rain drip from roof.
CC 665,https://www.legis.la.gov/legis/Law.aspx?d=110859,Legal public servitudes.
CC 666,https://www.legis.la.gov/legis/Law.aspx?d=110860,River road; substitution if destroyed or impassable.
CC 667,https://www.legis.la.gov/legis/Law.aspx?d=110861,Limitations on use of property
CC 668,https://www.legis.la.gov/legis/Law.aspx?d=110862,Inconvenience to neighbor.
CC 669,https://www.legis.la.gov/legis/Law.aspx?d=110863,Regulation of inconvenience.
CC 670,https://www.legis.la.gov/legis/Law.aspx?d=110864,Encroaching building.
CC 671,https://www.legis.la.gov/legis/Law.aspx?d=110865,Destruction of private property to arrest fire.
CC 672,https://www.legis.la.gov/legis/Law.aspx?d=110866,Other legal servitudes.
CC 673,https://www.legis.la.gov/legis/Law.aspx?d=110867,Common wall servitude.
CC 674,https://www.legis.la.gov/legis/Law.aspx?d=110868,Contribution by neighbor.
CC 675,https://www.legis.la.gov/legis/Law.aspx?d=110869,Presumption of common wall.
CC 676,https://www.legis.la.gov/legis/Law.aspx?d=110870,Adjoining wall.
CC 677,https://www.legis.la.gov/legis/Law.aspx?d=110871,Rights and obligations of co-owners.
CC 678,https://www.legis.la.gov/legis/Law.aspx?d=110872,Cost of repairs.
CC 679,https://www.legis.la.gov/legis/Law.aspx?d=110873,Abandonment of common wall.
CC 680,https://www.legis.la.gov/legis/Law.aspx?d=110874,Rights in common walls.
CC 681,https://www.legis.la.gov/legis/Law.aspx?d=110875,
CC 682,https://www.legis.la.gov/legis/Law.aspx?d=110876,Raising the height of common wall.
CC 683,https://www.legis.la.gov/legis/Law.aspx?d=110877,Neighbor's right to make the raised part common.
CC 684,https://www.legis.la.gov/legis/Law.aspx?d=110878,Enclosures.
CC 685,https://www.legis.la.gov/legis/Law.aspx?d=110879,Common fences.
CC 686,https://www.legis.la.gov/legis/Law.aspx?d=110880,Common ditches.
CC 687,https://www.legis.la.gov/legis/Law.aspx?d=110881,"Trees, bushes, and plants on the boundary."
CC 688,https://www.legis.la.gov/legis/Law.aspx?d=110882,"Branches or roots of trees, bushes, or plants on neighboring property."
CC 689,https://www.legis.la.gov/legis/Law.aspx?d=110883,Enclosed estate; right of passage
CC 690,https://www.legis.la.gov/legis/Law.aspx?d=110884,Extent of passage
CC 691,https://www.legis.la.gov/legis/Law.aspx?d=110885,Constructions
CC 692,https://www.legis.la.gov/legis/Law.aspx?d=110886,Location of passage
CC 693,https://www.legis.la.gov/legis/Law.aspx?d=110887,Enclosed estate; voluntary act.
